DEFINER,CHECK_OPTION,IS_UPDATABLE,TABLE_SCHEMA,TABLE_NAME,SECURITY_TYPE,TABLE_CATALOG,VIEW_DEFINITION,CHARACTER_SET_CLIENT,COLLATION_CONNECTION
root@%,NONE,YES,vestilprod,View1,DEFINER,def,"select `vestilprod`.`NonCatalogInventoryAdvice`.`VestilPN` AS `VestilPN`,`vestilprod`.`NonCatalogInventoryAdvice`.`Available` AS `Available`,`vestilprod`.`NonCatalogInventoryAdvice`.`LeadTime` AS `LeadTime`,`vestilprod`.`Syndigo-Test`.`PackageWeight` AS `PackageWeight`,`vestilprod`.`NonCatalogInventoryAdvice`.`ListPrice` AS `ListPrice` from (`vestilprod`.`NonCatalogInventoryAdvice` join `vestilprod`.`Syndigo-Test` on((convert(`vestilprod`.`NonCatalogInventoryAdvice`.`VestilPN` using utf8) = `vestilprod`.`Syndigo-Test`.`Model`)))",utf8,utf8_general_ci

